key,exercise_name,exercise_difficulty,exercise_type,image_name,directions,w_muscles,exercise_equipment
dq,Carioca Quick Step,Beginner,Plyometrics,961_4.jpg,"1. Begin with your feet a few inches apart and your left arm up in a relaxed, athletic position.
2. With your right foot, quick step behind and pull the knee up.
3. Fire your arms back up when you pull the right knee, being sure that your knee goes straight up and down. Avoid turning your feet as you move and continue to look forward as you move to the side.",Adductors%Abdominals%Abductors%Calves%Glutes%Hamstrings%Quadriceps,Body Only
17,Lateral Cone Hops,Beginner,Plyometrics,796_4.jpg,"1. Position a number of cones in a row several feet apart.
2. Stand next to the end of the cones, facing 90 degrees to the direction of travel. This will be your starting position.
3. Begin the jump by dipping with the knees to initiate a stretch reflex, and immediately reverse direction to push off the ground, jumping up and sideways over the cone.
4. Use your legs to absorb impact upon landing, and rebound into the next jump, continuing down the row of cones.",Adductors%Calves%Glutes%Hamstrings%Quadriceps,Other
7c,Lying Bent Leg Groin,Expert,Stretching,603_2.jpg,"1. Lie on your back with your knees bent and the soles of the feet pressed together. Have your partner hold your knees. This will be your starting position.
2. Attempt to squeeze your knees together, while your partner prevents any movement from occurring.
3. After 10-20 seconds, relax your muscles as your partner gently pushes your knees towards the floor. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching.",Adductors,Other
jC,Adductor/Groin,Intermediate,Stretching,580_2.jpg,"1. Lie on your back with your feet raised towards the ceiling.
2. Have your partner hold your feet or ankles. Abduct your legs as far as you can. This will be your starting position.
3. Attempt to squeeze your legs together for 10 or more seconds, while your partner prevents you from doing so.
4. Now, relax the muscles in your legs as your partner pushes your feet apart, stretching as far as is comfortable for you. Be sure to let your partner know when the stretch is adequate to prevent overstretching or injury.",Adductors,Body Only
D0,Fire Hydrant,Beginner,Strength,3441_2.jpg,"1. Position yourself on your hands and knees on the ground. This will be your starting position.
2. Keeping the knee in a bent position, abduct the femur, moving your knee away from the midline of the body.
3. Pause at the top of the motion, and then slowly return to the starting position.
4. Perform this slowly for a number of repetitions, and repeat on the other side.",Abductors,Body Only
0,Hip Circle,Beginner,Stretching,3701_2.jpg,"1. Brace yourself a couple of feet back from a sturdy object and stand on one foot, knee unlocked and leaning forward slightly.
2. Standing on one leg, lift up on to your toes while keeping your other foot off the ground. This will be your starting position.
3. In a circular motion, rotate your entire leg both forwards and backwards for a number of repetitions to loosen up the hips.
4. Keep your foot off the floor the entire time. Repeat for the opposite side.",Abductors%Adductors,Body Only
ka,Monster Walk,Beginner,Strength,903_3.jpg,"1. Place a band around both ankles and another around both knees. There should be enough tension that they are tight when your feet are shoulder width apart.
2. To begin, take short steps forward alternating your left and right foot.
3. After several steps, do just the opposite and walk backward to where you started.",Abductors,Bands
qd,Lying Crossover,Expert,Stretching,604_2.jpg,"1. Lie on your back with your legs extended.
2. Cross one leg over your body with the knee bent, attempting to touch the knee to the ground. Your partner should kneel beside you, holding your shoulder down with one hand and controlling the crossed leg with the other. this will be your starting position.
3. Attempt to raise the bent knee off of the ground as your partner prevents any actual movement.
4. After 10-20 seconds, relax the leg as your partner gently presses the knee towards the floor. Repeat with the other side.",Abductors,Body Only
8f,Seated Head Harness Neck Resistance,Intermediate,Strength,29_2.jpg,"1. Place a neck strap on the floor at the end of a flat bench. Once you have selected the weights, sit at the end of the flat bench with your feet wider than shoulder width apart from each other. Your toes should be pointed out.
2. Slowly move your torso forward until it is almost parallel with the floor. Using both hands, securely position the neck strap around your head. Tip: Make sure the weights are still lying on the floor to prevent any strain on the neck. Now grab the weight with both hands while elevating your torso back until it is almost perpendicular to the floor. Note: Your head and torso needs to be slightly tilted forward to perform this exercise.
3. Now place both hands on top of your knees. This is the starting position.
4. Slowly lower your neck down until your chin touches the upper part of your chest while breathing in.
5. While exhaling, bring your neck back to the starting position.
6. Repeat for the recommended amount of repetitions.
Caution: This exercise puts a lot of stress on the neck muscles and should be approached with caution. Any sudden jerk or movement can cause you to strain a neck muscle. It is best to practice the form at first without any weights to get used to the movements required for this exercise.",Neck,Other
Ou,Smitch Machine Shrug,Beginner,Strength,134_2.jpg,"1. To begin, set the bar height on the smith machine around the middle of your thighs. Once the correct height is chosen and the bar is loaded, grab the bar using a pronated grip (palms facing you) shoulder width apart from each other.
2. Lift the barbell up and fully extend your arms with your back straight. This is the starting position.
3. While exhaling, elevate the bar by raising your shoulders until they come close to touching your ears.
4. Hold the contraction for a second before lowering the bar back down to the starting position while inhaling.
5. Repeat for the recommended amount of repetitions.",Traps%MiddleBack%Shoulders,Machine
fs,Scapular Pull-UP,Beginner,Strength,1451_2.jpg,"1. Take a pronated grip on a pull-up bar.
2. From a hanging position, raise yourself a few inches without using your arms. Do this by depressing your shoulder girdle in a reverse shrugging motion.
3. Pause at the completion of the movement, and then slowly return to the starting position before performing more repetitions",Traps%Lats%MiddleBack,Body Only
